context,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新乡市牧野区王村镇马坊村，周村全村进水，成了重灾区，住户已全部被淹！需要救援！】,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹤壁浚县新镇淇门村，河堤决口，护庄堤撑不住了，全村8000人求救援！李英15306636604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【卫辉市振中路水晶城南区 】紧急求救❗,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨求助# 【被困三人➕两位老人‼️一个脑中风一个刚做完手术🆘】【卫辉市下园村菜市场北部刘亮陶瓷对面胡同德明钢铁回收后面】,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨##新乡暴雨求助#
新乡卫辉河园 求救！！！🆘🆘🆘
村民都在堤上！有食品但是不多！
河道有决口！没有支援！
全村能去的都去堵口了！
！急缺稳固河堤的物资！
！急需组织村民撤离！
卫辉城郊！一旦决堤后果不堪设想！

卫辉市城郊乡河园
潘希忠13803735758
张兰香15083100890
王振宇15037304444 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
【鹤壁市浚县新镇，侯村，庞村，寺南】河堤上被困人员急待救援⚠️,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新乡市区从北向南各地水位线极速上升，到处都在提示：卫河开始漫堤！河水已经倒灌！！和前天暴雨相比水量完全失控，大家多注意！ #河南暴雨救援#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【物资求助】⚠️【新乡卫辉卫河水位告急】⚠️【紧缺抗洪沙土抗洪袋】【po主联系方式：15516603088】,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【转扩！#新乡塌方和积水点汇总#】据新乡日报，目前新乡有这些地点积水、塌陷↓↓非必要，不外出！#新乡暴雨互助信息汇总# #防汛救灾进行时##河南暴雨 信广播报#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2021.07.23 18：35最新进展：
已脱险！！朋友家人与志愿者能够保持联系，已见到救援队，家人安全，在这里替我朋友和她的家人感谢大家！！也请继续关注尚未解决的求助信息吧！！

#新乡# ‼️整个新乡北部许多村庄，由于泄洪，目前情况非常非常糟糕！！

重点：急需外部力量支援，急需皮划艇！！！目前断水断电断粮断交通，完全封闭的孤岛。

聊天记录是我和我的好朋友（研究生同门、室友），全部属实。
我朋友家在新乡，人在外地工作，目前家人联系不上，村子全部被淹了，目前仅靠村民自救，急需外部救援力量！

恳请大家多多帮忙提升#新乡##新乡急需皮划艇冲锋舟# #新乡泄洪# 的热度吧！乡村基础设施远远不及城市，泄洪的水位仍在上涨。不想看到好朋友过年回家 连家都没了

紧急联系人：
河南省新乡市凤泉区南鲁堡村 村书记
王宁 13703735870

2021.07.23 12：13更新进展：室友目前已与家人取得联系，目前尚未有救援队进入，已断水断电断粮断交通两天。大桥几乎完全淹没。

2021.07.23 14：23更新进展：新乡市凤泉区南鲁堡村。图中是南鲁堡村和东鲁堡的交界路，
村民们在自发互助转移，部分住宅地势低的村民安置于鲁堡小学，部分住宅地势高的村民在自家二层或以上；暂无生命危险。
水位较之前稍降，但一楼已经全部被浸泡。

2021.07.23 16：50更新进展：已有志愿者跟我朋友取得联系，点对点跟进中。
一切都会好起来的，看到希望了！！感谢大家！！

2021.07.23 18：05更新进展：看到山东救援队了！

如果有其他的救援渠道，请求指路！！！
（图11、图12 更新 物资需求与捐赠途径） ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#使命至上·防汛救灾进行时##鹤壁暴雨##鹤壁暴雨互助# 【急！急！鹤壁市养老公寓停电停水，急需发电机！】受强降雨影响，市养老公寓停电停水，维修难度较大，想尽各种办法大概需要两天才能恢复，现在公寓内有二百多名老人需要生活使用，希望社会爱心人士能够暂借发电机度过难关。

联系电话 :13839227079

联系人：红十字应急救护养老志愿服务队 段队长 2鹤壁 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#河南暴雨# 🆘 🆘#巩义暴雨# 🆘#新乡暴雨# 🆘#鹤壁暴雨# 🆘紧急救援，两位老人‼️
已核实‼️

下元龙王庙西南头水塔旁边，最西南头
两个老人，电话:13639638640，徐如峰，估计快没电了
水已经淹到一楼房顶，急需救援",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#郑州暴雨#【受大暴雨影响，#郑州部分列车逐步恢复运行#】
7月23日，记者从中国铁路 郑州局集团有限公司了解到，该集团公司受大暴雨影响的部分旅客列车正在逐步恢复开行。
据了解，入汛以来，河南省多地遭遇强降雨天气。7月20日，河南省地质灾害预警预报多地达到红色预警，郑州中东部地区出现大到暴雨，局部地区大暴雨。中国铁路郑州局集团有限公司管内京广、陇海、侯月、宁西普速铁路和京广、郑西、郑太高铁部分区段先后实行封锁和限速运行，部分普速铁路区段出现泥石流上道、边坡溜塌、路堤滑塌、水漫道床等水害险情，多趟普速、高铁列车受到影响。该集团公司及时启动一级应急响应，迅速开展防汛抢险相关工作。
截至目前，受影响的部分旅客列车正在逐步恢复开行。当前，从西安方向去往商丘、徐州方向的直通高铁列车、京广高铁部分直通高铁列车可以通行。此外，该集团公司23日还将至少开行高铁列车19对：
北京西-郑州东 G565
郑州东~广州南 G93 G546
广州南-郑州东 G548
郑州东-商丘 G6606
西安北-郑州东 G2002
新郑机场~郑州东 C2822 C2823 C2824 C2825 C2826 C2827 C2828 C2829 C2830 C2831 C2832 C2833 C2834 C2835 C2836 C2837 C2838
郑州东~邓州东 G7961 G7962 G7965 G7966 #河南加油#（大河报）
郑州东~南阳东G7963 G7964 G7971 G7972 G7973 G7974 G7975 G7976
郑州东~上海虹桥G3282/79 G3280/1
沈阳北-郑州东G4104/1
开行普速列车11.5对：
郑州~广州Z189/90
郑州~上海K154/1 K152/3
郑州~烟台K1596/7/6/7 K1598/5/8/5
郑州~温州K1240/37 K1238/9
新乡~苏州K1149/8/9 K1150/47/50
洛阳~宁波K168/5/8/5 K166/7/6/7
洛阳-南阳~上海4708/5-K1108/5/8 K1107/6/7
新乡~杭州K2275/8/5 K2276/7/6
郑州~宁波T328/5 T326/7
洛阳~广州K758/5/8/5 K756/7/6/7
郑州~深圳东Z146/7 Z148/5
目前，铁路部门正在紧急抢通线路，尽快恢复运输秩序，但此次暴雨灾害影响较大，列车完全恢复正常运行仍需时间。
铁路部门提醒旅客，列车开行相关信息，请以车站公告为准。此外，所有停运列车车票可在票面乘车日起（含当天）30日内，到全国任意火车站退票窗口办理免费退票，通过12306网站或“铁路12306”APP购票未取票的旅客，也可在网上直接办理免费退票业务。（猛犸新闻） ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助新乡市牧野区寺庄顶村已经决堤，全部被淹。河水仍在不断上涨 ，小型冲锋舟根本进不去，刚进去就被冲走，想想寺庄顶居民的状况！！！
哥哥他们所处的房顶也已经马上要被淹了，半岁的小侄女因为连日暴雨导致高烧 ，无药无医生❗停电停水❗❗ 急需大型冲锋舟救援❗❗❗求求你们救救他们吧❗ ❗❗ ❗
他们地图位置是村委西路与村委北路交叉口北50米，在寺庄顶村委会北50米，第五排第一家，门牌号1193，联系我15603793914或者哥哥徐志明17630159593或18238674605都可以。
@人民日报 L卖女孩的小啊小火柴的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
【凤泉区十中英才幼儿园】‼️【被困教师10人，被饿了三天三夜❗️一名孕妇已经出现不良反应❗️水位已经涨到二楼了断粮断电状态❗️手机信号非常不稳定】 ！#河南暴雨# 看这里‼️,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"帮扩❗ ❗ ❗ 已核实河南暴雨互助#河南暴雨#
同行们，有谁知道哪个地方需要童装的联系我，我司准备了1万件童装，洪水无情，人间有爱15738339972",,,,,,,,,,,,,,,,,,,,,,,,,,,,
新乡市第二十二中学志愿服务团队提供临时休息的场所，有热水供应，可以充电，地址：新乡市解放大道355号，联系人：孟凡璐，15537369600.张楠，18637360025#新乡暴雨##河南暴雨#河南暴雨互助超话  加油新乡加油我的母校 大22中 2新乡·新乡市第二十二中学新乡市第二十二中学@新乡市第二十二中学 2沈阳 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 大学东寓11号楼 四百人被困，多为妇女老人 停水停电 被困两天三夜 急需热水和食物,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22日下午六点现编辑如下：东风东路建业总部港看定位👇，现有大批捐赠物资运到，场地几近饱和，请有需要的前去领取！电话☎️ 15514599314

厦门蓝天救援队在总部港这里！喇叭没电了！需要手持喇叭📣📣📣和扩音器📢！！！工作人员嗓子已经喊哑了！
四点四十现编辑如下：地点就是下面👇定位，没有联系电话，分发物质的人员已经超负荷工作，郑州同城最好是东区的可以直接送过去，帐篷很显眼！
 L蒜苗ll的微博视频 2郑州·建业・总部港 2郑州·建业・总部港 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡##新乡暴雨##新乡#
请别让新乡成为孤岛
新乡告急！新乡北部，共产主义渠和卫河沿岸，辉县、大块镇、凤泉区、卫辉的情况非常糟糕，呼吁更多外部专业救援力量，如果看到，请救援队第一时间赶到受灾的新乡，急救受灾人员。
新乡目前需要更专业、更多的支援力量和物资援助，目前的雨还在一直下，水位也在不断上涨，危险也在一厘米一厘米地逼近每个新乡人。
贯穿新乡市区的卫河，由于上游水库泄洪流入凤泉湖，凤泉湖已经承受不住，大量流入，共产主义渠的水在新乡西也已经流入卫河。导致下游压力很大，出了新中大道的河道又迅速变窄，导致下游排洪压力巨大，目前已经将堤坝加固增高了，可洪水也随之增高。为了保住市区，出了市区的乡镇都接到了撤离转移，以便不时之需炸河泄洪。33个村庄啊，一声炮响老一辈人奋斗一辈子的家可能就要没了……
目前，卫河在部分区域已经决堤了，很多村庄都有将近两米的积水，救援力量仍旧稀缺，生活物资和救援物资急需补充。卫河沿岸村庄的大部分村民已经实施自救，在自家二楼或屋顶待着，也有部分已经听从指挥撤离。积水深的地方很多人已经一天一夜没有物资补给了，这些人老人和孩子居多。
当地救援力量加上已经来驰援的民间队伍现在都缺物资，蓝天救援队已经连续救援十几个小时了，人力、资源上面都需要援助，我们也都需要更加有力量，有规模的救助。
希望可以得到重视啊，雨还在下，洪水也未褪去，这里还需要大家来救救我的家乡。
新乡不是孤岛，卫辉也不是被抛弃的蓄水池，他是我们的家，我们需要您的帮助。
🙏🙏🙏🙏🙏 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡公布应急管理局电话##新乡暴雨# #暴雨如何自救#
❗❗免费救援❗❗
有皮划艇/有双人划艇20艘/有救生衣100件
电话：13525359532
🆘有多辆16吨随车吊🆘
需要道路救援的随时打电话13071085333
目前在新乡北站",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#予她同行联合多品牌郑州全城免费发放卫生巾# #河南暴雨 如果你处在经期#⚠️拜托大家帮忙多多转发⚠️
转发给郑州、新郑市、安阳市当地需要『月经期』物资的女性及需要『孕期』护理物资的妇女⚠️
为了助力灾区女性健康地度过这段时光，我们予她同行团队联合多品牌及商超，在郑州当地免费为大家发放卫生巾、卫生湿巾、一次性内裤、纸尿裤、产妇护垫、产妇卫生巾等

⚠️欢迎大家根据海报信息，就近凭海报按需领取，如当地志愿者团队有需求，欢迎凭相关身份证明前来领取⚠️
⚠️请大家领取前提前打电话沟通⚠️
（萌驼慧选地址将在后续补充）

河南暴雨，诸多仓库、商超、药店被淹，很难正常营业。多地库存遭浸泡，目前损失太大且进货渠道困难，需要时间进行恢复。请关注海报上的可领取时间，按照规定时间进行领取。

希望@予她同行_Standbyher 及@洁婷品牌微博 @凸凸棉 @gb好孩子 @萌驼慧选 @大润发 @护理佳foliage 的爱心能够助力灾区妇女共度难关，大家都爱你们关心你们，加油，一切都会好起来的❤️
也希望未来，卫生巾及其他生理卫生用品能够纳入紧急时刻的必备物资清单❤️
#予她同行#  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
